ID,Category,n_skills,skill_str
26046064,DESIGNER,10,"C++, HTML, CSS, Photoshop, Illustrator, InDesign, Typography, Brand Design, Social Media, Time Management"
17570634,CONSTRUCTION,10,"C++, Network Security, Compliance, EMR/EHR, Leadership, Communication, Time Management, CompTIA, systems check point certified, broadband budget check point certified"
24727739,BPO,7,"C++, QA, Leadership, Communication, Teamwork, Presentation, Mentoring"
21669215,PUBLIC-RELATIONS,6,"C++, First Aid, Digital Marketing, Social Media, CRM, Communication"
28126340,INFORMATION-TECHNOLOGY,21,"JavaScript, C++, PHP, HTML, CSS, ASP.NET, SQL, MySQL, Oracle DB, SQL Server, Linux, Six Sigma, Compliance, Photoshop, UI/UX Design, Leadership, Teamwork, Six Sigma Certified, CompTIA, six sigma green belt certified, user interface belt certified"
20966771,PUBLIC-RELATIONS,13,"C++, Photoshop, Illustrator, InDesign, Social Media, Market Research, Communication, Teamwork, Time Management, Attention to Detail, Presentation, Client Management, CompTIA"
12923795,FITNESS,12,"C++, R, Oracle DB, Six Sigma, Budget Management, CRM, Leadership, Communication, Adaptability, Negotiation, Presentation, CompTIA"
24828381,CONSULTANT,9,"C++, Resource Planning, Patient Care, Nursing, First Aid, Communication, support domestic preparedness certificate, professionals pepp cpr certification, license padi open water scuba certification"
31638814,BUSINESS-DEVELOPMENT,3,"C++, Sales Strategy, Negotiation"
39027764,CONSTRUCTION,8,"C++, Brand Design, Market Research, Leadership, Communication, Problem Solving, Negotiation, building construction trades certificate"
34452806,CHEF,10,"C++, Forecasting, SAFe, Budget Management, Compliance, Leadership, Communication, Teamwork, restaurant association certification, serve safe certification"
37058472,DESIGNER,7,"C++, R, Compliance, Photoshop, 3D Modelling, Communication, monica college city state certified"
14771530,DIGITAL-MEDIA,7,"C++, HTML, Forecasting, Budget Management, Photoshop, Illustrator, Time Management"
51777546,HEALTHCARE,8,"C++, C, Resource Planning, Accounting, Compliance, Communication, Presentation, CompTIA"
12695537,CONSTRUCTION,11,"C++, MATLAB, Spring, SAFe, Compliance, SEM, CRM, Leadership, Communication, Teamwork, Problem Solving"
19285236,CHEF,10,"C++, QA, Leadership, Communication, Critical Thinking, Presentation, Mentoring, education frontline culinary certificate, semesters frontline leadership certificate, instructor proctor servsafe certified"
14225422,HR,4,"C++, Compliance, Mentoring, CompTIA"
84295343,AUTOMOBILE,3,"C++, Time Management, Attention to Detail"
31362807,APPAREL,6,"C++, Spring, First Aid, Communication, Mentoring, vocational school nurses aide certification"
21611637,CHEF,8,"C++, Forecasting, SAFe, Compliance, Teamwork, lifestyle highlights servsafe certified, restaurant association certification, serve safe certification"
23234047,ENGINEERING,10,"Java, C++, C, MATLAB, Budget Management, Resource Planning, SAP, ERP, 3D Modelling, other applications iecex atex certification"
34349255,DESIGNER,3,"C++, Communication, Presentation"
29821051,ACCOUNTANT,14,"C++, C, Oracle DB, Risk Management, Budget Management, Accounting, Auditing, Financial Reporting, Compliance, KYC/AML, Social Media, Leadership, Communication, CompTIA"
20141807,SALES,2,"C++, Go"
36269672,DESIGNER,5,"C++, R, Leadership, Communication, Problem Solving"
13352113,HEALTHCARE,13,"C++, QA, QuickBooks, Compliance, Communication, Problem Solving, Time Management, Negotiation, Presentation, and customer service training certificate, bank na charlotte nc web ivr certificate, nc career readiness silver certificate, office information systems certificate"
15145575,BPO,17,"C++, Linux, DNS, Tally, SAP, ERP, SEM, Problem Solving, Azure Certified, CCNA, CompTIA, in it operations cisco certified, certifications mcp microsoft certified, in june id no ccna cisco certified, in dec id no jchnp jetking certified, backup ccna cisco cisco certified, lan managing access microsoft certified"
56525735,CONSTRUCTION,5,"C++, SAFe, Budget Management, microsoft hour office suite certification, microsoft project certification"
23760084,SALES,6,"C++, Forecasting, Accounting, Leadership, Communication, Time Management"
81373857,CHEF,2,"C++, CompTIA"
16723524,APPAREL,5,"C++, C, Forecasting, SAP, SEM"
73282756,DIGITAL-MEDIA,16,"C++, C, Statistics, Forecasting, Budget Management, Photoshop, Digital Marketing, SEO, SEM, Email Marketing, Sales Strategy, Analytics, Leadership, Problem Solving, Negotiation, CompTIA"
87635012,ACCOUNTANT,7,"C++, SQL, Accounting, SAP, Financial Reporting, Compliance, Client Management"
53129155,TEACHER,10,"C++, Social Media, Leadership, Communication, Teamwork, Problem Solving, Time Management, Adaptability, Presentation, sub license pork check off certified"
30163002,HR,5,"C++, Sales Strategy, Teamwork, Attention to Detail, Presentation"
15281412,CONSULTANT,11,"JavaScript, C++, C, HTML, SQL, SQL Server, Unit Testing, Integration Testing, QA, Leadership, computer applied science certificate"
29975124,INFORMATION-TECHNOLOGY,14,"C++, C, PHP, Shell/Bash, HTML, SQL, Oracle DB, SQL Server, Unix, ITIL, Leadership, Communication, Client Management, CompTIA"
28111403,ADVOCATE,10,"C++, C, Budget Management, Compliance, Nursing, Market Research, Leadership, Communication, Presentation, Mentoring"
12202337,ACCOUNTANT,18,"C++, C, Statistics, Forecasting, QA, Risk Management, Budget Management, Financial Analysis, Accounting, Financial Reporting, Compliance, KYC/AML, Leadership, Communication, Problem Solving, Time Management, Multitasking, Negotiation"
12545844,PUBLIC-RELATIONS,5,"C++, Social Media, Market Research, Leadership, Communication"
26975573,ACCOUNTANT,16,"C++, Statistics, Budget Management, Financial Analysis, Accounting, Auditing, QuickBooks, Financial Reporting, Compliance, Leadership, Communication, Teamwork, Problem Solving, Critical Thinking, Attention to Detail, Presentation"
29928796,SALES,1,C++
24322804,ENGINEERING,7,"C++, C, 3D Modelling, Leadership, Communication, Teamwork, Problem Solving"
51554903,CHEF,7,"C++, R, QA, Budget Management, Communication, Mentoring, CompTIA"
27798860,TEACHER,14,"C++, Fortran, HTML, CSS, Budget Management, Compliance, Photoshop, 3D Modelling, Leadership, Communication, Presentation, Mentoring, CompTIA, society plumbing engineers certification"
18264694,AGRICULTURE,10,"C++, Neural Networks, Risk Management, Sales Strategy, Market Research, Leadership, Communication, Teamwork, Presentation, CompTIA"
38154903,AVIATION,7,"C++, Leadership, Problem Solving, Critical Thinking, Time Management, graudation date summer certificate, miniature electronics repair certificate"
23577836,ADVOCATE,8,"C++, QA, Patient Care, Communication, Critical Thinking, Adaptability, Attention to Detail, CompTIA"
91564103,FINANCE,9,"C++, Budget Management, Financial Analysis, Accounting, Auditing, QuickBooks, Financial Reporting, Compliance, Teamwork"
13264796,ENGINEERING,17,"C++, C, R, Ruby, Ruby on Rails, Computer Vision, Data Analysis, Unit Testing, QA, Agile, UI/UX Design, Wireframing, Product Marketing, Leadership, Communication, Presentation, CompTIA"
40883703,DIGITAL-MEDIA,11,"C++, C, Data Analysis, Brand Design, Digital Marketing, SEO, SEM, Content Marketing, Email Marketing, Lead Generation, Sales Strategy"
37374340,HEALTHCARE,6,"C++, QA, Compliance, Leadership, Communication, Adaptability"
44476983,HR,12,"C++, Oracle DB, Accounting, Compliance, Leadership, Communication, Teamwork, Time Management, Attention to Detail, Presentation, Cross-functional, CompTIA"
18457785,BANKING,13,"C++, COBOL, SQL, Unix, QA, Network Security, ITIL, Compliance, Communication, Teamwork, Problem Solving, Mentoring, CompTIA"
10176013,CONSTRUCTION,10,"C++, Budget Management, Resource Planning, Compliance, 3D Modelling, Communication, Problem Solving, Negotiation, Presentation, Cross-functional"
59818742,FINANCE,16,"C++, C, Forecasting, Accounting, Auditing, Taxation, Tally, ERP, Budget Forecasting, Compliance, Problem Solving, Time Management, CPA, tds return issue of tds certificate, u s a pursuing april certified, c computer knowledge costing certified"
18856440,CONSULTANT,9,"C++, SAFe, Accounting, Nursing, Leadership, Communication, Problem Solving, Time Management, Attention to Detail"
26750846,FINANCE,9,"C++, Budget Management, Accounting, QuickBooks, Leadership, Communication, Time Management, Attention to Detail, diploma hs for humanities certificate"
18824120,BANKING,13,"C++, Forecasting, Risk Management, Financial Analysis, Accounting, QuickBooks, Financial Reporting, Compliance, KYC/AML, Sales Strategy, Market Research, Leadership, Mentoring"
25729119,TEACHER,5,"C++, SAFe, Accounting, Financial Reporting, Compliance"
14364597,PUBLIC-RELATIONS,5,"C++, Nursing, Communication, Client Management, CompTIA"
23015611,PUBLIC-RELATIONS,13,"C++, Machine Learning, Neural Networks, Data Analysis, Network Security, Brand Design, Social Media, Content Marketing, Email Marketing, Presentation, CISSP, CompTIA, media and establishing cissp certification"
39650734,HR,10,"C++, Resource Planning, Accounting, Communication, Teamwork, Adaptability, Negotiation, CompTIA, in human resources aphr certification, exam expect to complete aphr certification"
39908485,CONSTRUCTION,11,"C++, Neural Networks, Compliance, Leadership, Communication, Teamwork, Negotiation, CompTIA, construction safety health certificate, manager refresher chapter certificate, bundle hr osha sst elective certified"
24544244,AVIATION,14,"C++, Accounting, First Aid, Leadership, Communication, Teamwork, Problem Solving, Time Management, Negotiation, Presentation, Mentoring, Client Management, expert problem solver cpr certification, successfully obtained a certificate"
89413122,INFORMATION-TECHNOLOGY,7,"C++, Spring, Data Analysis, Budget Management, Teamwork, CompTIA, government training and certification"
51724595,CONSULTANT,11,"Java, C++, SQL, Oracle DB, Data Warehouse, Unit Testing, Accounting, CRM, Leadership, Communication, CompTIA"
35990852,DESIGNER,25,"JavaScript, C++, C, PHP, HTML, CSS, Angular, jQuery, ASP.NET, SQL, MySQL, SQL Server, Jira, Unit Testing, QA, Agile, Scrum, Accounting, Auditing, Compliance, Photoshop, UI/UX Design, Leadership, Mentoring, CompTIA"
19147603,FINANCE,13,"C++, R, Budget Management, Accounting, Auditing, Taxation, QuickBooks, Financial Reporting, Communication, Teamwork, CPA, philippine institute of certified, government association of certified"
15226699,DIGITAL-MEDIA,9,"C++, C, QA, Photoshop, Illustrator, Premiere Pro, Sales Strategy, organization highlights osha certified, july company name city state certified"
18949843,HEALTHCARE,14,"C++, Data Analysis, Accounting, Auditing, Compliance, Patient Care, Clinical Research, Medical Coding, EMR/EHR, Leadership, Communication, CompTIA, and training citi training certification, and human subjects course certification"
38707449,BPO,5,"C++, SAP, Social Media, CRM, Mentoring"
81125166,ENGINEERING,4,"C++, Kanban, 3D Modelling, Problem Solving"
10549585,FINANCE,14,"Java, C++, C, QA, Network Security, VPN, Leadership, Communication, Teamwork, Problem Solving, Negotiation, Mentoring, Client Management, CompTIA"
21595057,SALES,9,"C++, HTML, Accounting, Photoshop, Illustrator, CRM, Market Research, Communication, Teamwork"
43408471,AVIATION,11,"C++, Data Analysis, First Aid, Critical Thinking, CompTIA, achievement medal company name certificate, city state process technology certified, environmental course fema is b certificate, fema is certificate, training nccer training cpr certified, configuration management cpr certified"
91026230,APPAREL,12,"C++, Statistics, Forecasting, Risk Management, Budget Management, First Aid, Social Media, Sales Strategy, Analytics, Leadership, first aid cpr aed certified, first aid cpr aed instructor certified"
16132195,HEALTHCARE,13,"C++, SAFe, Nursing, First Aid, Communication, Time Management, care position licenses cpr certification, adult first aid certification, child first aid certification, environmental emergencies certification, adult child cpr with mask certification, adult child aed certification, infant cpr with mask certification"
22506245,DESIGNER,8,"C++, HTML, Unix, Photoshop, Illustrator, InDesign, Teamwork, CompTIA"
50222417,ACCOUNTANT,10,"C++, Financial Analysis, Accounting, QuickBooks, Financial Reporting, Compliance, CPA, state gpa gpa accounting gpa certified, expected graduation winter certified, cash flow closing controller certified"
17286050,FITNESS,5,"C++, SAFe, Communication, Negotiation, CompTIA"
15337481,ADVOCATE,7,"C++, SAFe, Risk Analysis, Compliance, Time Management, Attention to Detail, CompTIA"
17704246,SALES,10,"C++, SAFe, Compliance, Leadership, Communication, Teamwork, Time Management, Client Management, CompTIA, blueprint reading osha certified"
29173771,ADVOCATE,7,"C++, Compliance, Leadership, Communication, Problem Solving, Time Management, CompTIA"
10641230,INFORMATION-TECHNOLOGY,19,"Java, JavaScript, C++, PHP, HTML, CSS, Linux, Network Security, TCP/IP, Budget Management, Wireframing, Video Editing, SEO, Social Media, CompTIA, troubleshooting q comptia a certified, troubleshooting q comptia net certification, and spyware removal q mcsa certification, award honor roll skills a certified"
61065616,CONSTRUCTION,6,"C++, Compliance, Leadership, Communication, Teamwork, Critical Thinking"
24455357,DESIGNER,5,"C++, C, QA, Communication, Cross-functional"
27607632,SALES,7,"C++, Accounting, SAP, QuickBooks, Time Management, education training and certification, for any insured needing a certificate"
21807224,ENGINEERING,7,"C++, AWS, Six Sigma, industrial ergonomics lean certification, boot camp i ii and iii epa certification, aws brazing certification, purdue university poke a yoke certification"
27372171,INFORMATION-TECHNOLOGY,13,"C++, Unix, Statistics, Spark, QA, Network Security, SAFe, Communication, Presentation, CompTIA, top security clearance sci certified, cisco network associate certified, war on terrorism award and certificate"
27715131,ARTS,4,"C++, Sales Strategy, Leadership, Communication"
28989677,BANKING,11,"C++, C, Swift, Compliance, KYC/AML, Leadership, Communication, Teamwork, Problem Solving, Creativity, Presentation"
19302310,TEACHER,6,"C++, SAFe, Leadership, Teamwork, Problem Solving, Time Management"
18278509,BANKING,8,"C++, Forecasting, Financial Analysis, Accounting, Investment Banking, Market Research, Leadership, Client Management"
19738730,BUSINESS-DEVELOPMENT,3,"C++, Sales Strategy, Communication"
92524964,FINANCE,9,"C++, Unix, Accounting, Auditing, Taxation, Tally, Leadership, Communication, CompTIA"
20626794,TEACHER,3,"C++, C, First Aid"
12045067,INFORMATION-TECHNOLOGY,6,"C++, C, QA, Resource Planning, Compliance, CompTIA"
29524570,DESIGNER,13,"C++, C, HTML, CSS, ASP.NET, SQL, Oracle DB, Data Analysis, QA, Risk Analysis, Clinical Research, sql plsql training with oracle certified, weaver pentasoft india ecdl certification"
32985311,ENGINEERING,12,"Python, C++, C, R, SQL, Trello, QA, CRM, Leadership, python rice university udemy certified, performer award awarded certificate, entrepreneurial action awarded certificate"
55712978,AGRICULTURE,4,"C++, Neural Networks, Leadership, CompTIA"
22496394,DESIGNER,6,"C++, 3D Modelling, Leadership, Problem Solving, Critical Thinking, Mentoring"
38847011,ACCOUNTANT,5,"C++, Accounting, SAP, CompTIA, personnel action forms for all certified"
84512719,AGRICULTURE,8,"C++, SAFe, Teamwork, Problem Solving, Attention to Detail, Multitasking, CompTIA, college toledo oh photovoltaic certification"
36569713,TEACHER,3,"C++, Communication, Time Management"
13313917,CONSULTANT,18,"C++, C, Statistics, Forecasting, ERP, QuickBooks, InDesign, SEO, CRM, Lead Generation, Sales Strategy, Market Research, Leadership, Attention to Detail, Negotiation, Cross-functional, international relations certificate, finance and economics program certificate"
28243590,CONSULTANT,4,"C++, Forecasting, Accounting, Financial Reporting"
12071138,FINANCE,10,"C++, R, Financial Analysis, Accounting, QuickBooks, Financial Reporting, Valuation, Compliance, Negotiation, Mentoring"
19070271,APPAREL,4,"C++, TCP/IP, Communication, CompTIA"
21125113,DIGITAL-MEDIA,8,"C++, Go, Spring, QA, DNS, Communication, Presentation, CompTIA"
69243180,BANKING,3,"C++, Leadership, Mentoring"
16533554,INFORMATION-TECHNOLOGY,14,"C++, R, VPN, TCP/IP, DNS, Photoshop, Illustrator, Communication, Azure Certified, CompTIA, state certifications microsoft certified, specialist mcts citrix certified, information systems management certificate, project management certificate"
33685988,FINANCE,4,"C++, Accounting, administration finance certificate, school sixth form business certificate"
18422164,HR,4,"C++, Communication, Problem Solving, Creativity"
95970987,ADVOCATE,1,C++
28424982,CHEF,3,"C++, Leadership, Adaptability"
98513424,FINANCE,11,"C++, R, Oracle DB, Accounting, SAP, Market Research, Leadership, Communication, Teamwork, Presentation, systems and issued din iso certification"
87118391,SALES,11,"C++, QA, Compliance, Leadership, Communication, Teamwork, Problem Solving, Attention to Detail, Presentation, CompTIA, operations through deicing certification"
31684925,ENGINEERING,6,"C++, Spring, Accounting, SAP, 3D Modelling, Communication"
23810469,DIGITAL-MEDIA,13,"C++, C, Budget Forecasting, UI/UX Design, Brand Design, Digital Marketing, SEO, SEM, Social Media, Lead Generation, Sales Strategy, Product Marketing, Presentation"
59696315,BUSINESS-DEVELOPMENT,17,"C++, C, Neural Networks, Photography, Brand Design, SEO, SEM, Social Media, Sales Strategy, Leadership, Communication, Teamwork, Problem Solving, Negotiation, Presentation, Mentoring, CompTIA"
24647794,ENGINEERING,8,"C++, C, MATLAB, Assembly, Spring, 3D Modelling, Leadership, Communication"
18155310,HR,11,"C++, Forecasting, Accounting, Tally, Compliance, Communication, Mentoring, CompTIA, food protection manager certification, chicago department of health certified, in human resources certification"
19796840,INFORMATION-TECHNOLOGY,20,"C++, SQL, Oracle DB, Network Security, VPN, ITIL, Risk Management, Auditing, ERP, Financial Reporting, Compliance, EMR/EHR, Leadership, Communication, Mentoring, CCNA, CompTIA, management information systems certified, systems auditor cisa certification, legacy mcse ccna and novell certified"
21847415,ENGINEERING,10,"C++, R, Spring, Statistics, Compliance, Communication, Teamwork, Critical Thinking, CompTIA, gpa trainings training certificate"
19532392,AGRICULTURE,14,"C++, SQL, QA, Risk Management, Resource Planning, Accounting, SAP, Compliance, Physiology, Healthcare Management, Critical Thinking, Azure Certified, certifications microsoft certified, logistics marketing microsoft certified"
10712803,ENGINEERING,8,"C++, C, Accounting, Compliance, Cross-functional, CompTIA, inventories education certificate, neec building operator certification"
14726000,BUSINESS-DEVELOPMENT,10,"C++, Spring, Oracle DB, Statistics, Risk Management, Compliance, Sales Strategy, Communication, Mentoring, state finance certifications certified"
14248724,ARTS,4,"C++, Patient Care, Surgery, state college city state certificate"
24647386,BUSINESS-DEVELOPMENT,11,"C++, Risk Management, Financial Analysis, Accounting, Auditing, CRM, Sales Strategy, Negotiation, Presentation, Client Management, CompTIA"
24533931,APPAREL,5,"C++, Communication, Time Management, Adaptability, Creativity"
51349448,SALES,9,"C++, Photoshop, Illustrator, Leadership, Communication, Teamwork, Problem Solving, Time Management, CompTIA"
68240723,DESIGNER,9,"C++, Oracle DB, Illustrator, Leadership, Communication, Time Management, Adaptability, Attention to Detail, management exp awards honors certified"
33286293,BANKING,9,"C++, Spring, Financial Analysis, Accounting, Investment Banking, Market Research, Leadership, Communication, Presentation"
25150191,HR,6,"C++, Resource Planning, Compliance, Leadership, Communication, Time Management"
28013287,TEACHER,7,"C++, Spring, Tally, Communication, Problem Solving, board member certifications certified, ec th i am willing to become certified"
27182111,ADVOCATE,13,"C++, SAFe, Compliance, Patient Care, Nursing, Surgery, First Aid, Leadership, Communication, Problem Solving, Mentoring, equipment maintenance and certification, honors society cpr osha certified"
22675694,DESIGNER,9,"C++, Go, Photoshop, Illustrator, Photography, Communication, Problem Solving, Time Management, Creativity"
54227873,ENGINEERING,10,"Python, Java, C++, C, HTML, Linux, 3D Modelling, Leadership, Problem Solving, CompTIA"
21916744,DESIGNER,11,"C++, C, HTML, CSS, Neural Networks, Photoshop, Illustrator, Typography, Social Media, Communication, Teamwork"
13418452,APPAREL,17,"C++, Unix, Network Security, Firewall, VPN, TCP/IP, DNS, ITIL, Auditing, SAP, Compliance, Leadership, Scrum Master, CompTIA, governance qualifications certified, software manager csm siia certified, education and training certificate"
19497420,PUBLIC-RELATIONS,16,"C++, Data Analysis, Brand Design, Digital Marketing, Social Media, Sales Strategy, Market Research, Product Marketing, Leadership, Communication, Problem Solving, Critical Thinking, CompTIA, education professional certificate, facebook city professional certificate, training city professional certificate"
25207620,INFORMATION-TECHNOLOGY,11,"C++, SAP, UI/UX Design, Communication, Creativity, Attention to Detail, Presentation, CompTIA, information technology certified, intermediate comptia a certification, advanced skills a a certification"
25839123,SALES,3,"C++, Communication, Teamwork"
29839396,BANKING,14,"Python, Java, C++, C, Spring, Statistics, Data Analysis, Financial Analysis, Equity Research, Investment Banking, Valuation, Compliance, Leadership, Presentation"
17983957,CONSULTANT,6,"C++, QA, Network Security, Communication, Teamwork, CompTIA"
67032711,FITNESS,3,"C++, Surgery, Leadership"
27018361,FINANCE,10,"C++, C, Accounting, Auditing, Tally, Communication, Critical Thinking, Adaptability, Negotiation, secondary school leaving certificate"
70528646,SALES,9,"C++, SAFe, Compliance, First Aid, Critical Thinking, Negotiation, heavy equipment operator certificate, forklift operator certificate, coursework i also have a certificate"
37242217,INFORMATION-TECHNOLOGY,25,"Java, JavaScript, C++, C, PHP, HTML, CSS, SQL, MySQL, Oracle DB, Linux, Unix, Network Security, Risk Management, ERP, Compliance, Photoshop, Illustrator, InDesign, After Effects, Brand Design, SEO, Social Media, Sales Strategy, CompTIA"
85918100,SALES,8,"C++, Oracle DB, SAP, Financial Reporting, Compliance, Leadership, Time Management, Negotiation"
16511249,SALES,9,"C++, Accounting, Compliance, First Aid, Leadership, Presentation, CompTIA, training osha training aed certified, line cook education culinary certificate"
30990885,FITNESS,9,"C++, C, Spring, Accounting, First Aid, Communication, gpa gpa accounting gpa cpr certification, fall microsoft office word certification, spring microsoft office excel certification"
15790602,AUTOMOBILE,6,"C++, Brand Design, Social Media, Sales Strategy, Leadership, Negotiation"
73448369,ADVOCATE,5,"C++, C, First Aid, Communication, dental city state colombia certificate"
14722634,FINANCE,11,"C++, Forecasting, Budget Management, Accounting, Taxation, Financial Reporting, Compliance, Leadership, Communication, Negotiation, Mentoring"
32517106,FITNESS,12,"C++, SAFe, Anatomy, Physiology, First Aid, Problem Solving, Attention to Detail, familiarity cpr and first aid certified, former division ii player aed certification, and training fitness nutrition certification, personal training certification, kinesiology personal trainer certificate"
22492537,FINANCE,12,"C++, C, Forecasting, Budget Management, Accounting, Auditing, QuickBooks, Financial Reporting, CRM, Communication, Presentation, CPA"
28670024,HEALTHCARE,12,"C++, SAFe, Radiology, Social Media, Communication, Teamwork, Problem Solving, Adaptability, Presentation, of arizona global campus city certificate, dalta city certifications certificate, in radiation technology certificate"
26671167,HR,8,"C++, QA, Accounting, Nursing, First Aid, Communication, directed accurate and detailed certified, bls electrocardiography certification"
34970271,ADVOCATE,8,"C++, Statistics, Compliance, Patient Care, Nursing, Sales Strategy, Presentation, CompTIA"
21038022,ENGINEERING,20,"Java, C++, C, HTML, CSS, ASP.NET, SQL, SQL Server, SAFe, Six Sigma, Budget Management, Resource Planning, SAP, Financial Reporting, Leadership, Communication, Problem Solving, Creativity, Six Sigma Certified, improving efficiency six sigma certified"
18268860,AVIATION,4,"C++, QA, Risk Management, 3D Modelling"
15906625,ACCOUNTANT,6,"C++, Accounting, QuickBooks, Financial Reporting, Compliance, Teamwork"
19545827,ACCOUNTANT,8,"C++, Forecasting, QA, Budget Management, Accounting, Presentation, CPA, CompTIA"
21611212,TEACHER,4,"C++, SAFe, First Aid, first aid cpr and cpi certified"
25080805,BANKING,16,"C++, C, R, Spring, Random Forest, SVM, Neural Networks, Statistics, Data Analysis, Forecasting, Leadership, Communication, CompTIA, and awards merit of certificate, spring semester of merit of certificate, the fall semester of merit of certificate"
12420359,CHEF,5,"C++, Leadership, Communication, Problem Solving, Attention to Detail"
32896934,HR,9,"C++, R, Six Sigma, Resource Planning, Accounting, Leadership, CompTIA, for the shrm cp shrm scp certification, business management shrm cp certification"
17686472,AVIATION,6,"C++, Six Sigma, SAP, 3D Modelling, Communication, CompTIA"
27694040,APPAREL,5,"C++, QA, Compliance, Photoshop, Multitasking"
10909673,BANKING,5,"C++, Risk Management, Compliance, Cross-functional, CompTIA"
27040860,ENGINEERING,8,"C++, SAP, QuickBooks, Communication, Problem Solving, Time Management, Attention to Detail, Multitasking"
11188218,ADVOCATE,8,"C++, Accounting, Photography, Communication, Problem Solving, Critical Thinking, Multitasking, CompTIA"
27058381,INFORMATION-TECHNOLOGY,16,"C++, C, R, Go, Network Security, Firewall, VPN, PKI, ITIL, Risk Management, Auditing, Compliance, Communication, Problem Solving, CompTIA, karta introduction to the certification"
23527321,INFORMATION-TECHNOLOGY,9,"C++, R, Accounting, SAP, ERP, CRM, Leadership, Communication, Teamwork"
18106533,ARTS,8,"C++, SAP, Nursing, Photoshop, Leadership, Communication, Attention to Detail, Presentation"
29211919,SALES,5,"C++, Auditing, Leadership, Communication, Time Management"
13129275,PUBLIC-RELATIONS,10,"C++, Scala, Auditing, Photoshop, Illustrator, Brand Design, Social Media, Communication, Problem Solving, Presentation"
16210888,TEACHER,6,"C++, Leadership, Communication, Critical Thinking, dese initial administration certification, education dese elementary certification"
63158213,BPO,14,"C++, R, CSS, Network Security, Firewall, VPN, DNS, HTTPS/TLS, Accounting, Communication, Mentoring, CCNA, CCNP, CompTIA"
14009087,PUBLIC-RELATIONS,9,"C++, HTML, Brand Design, Social Media, Market Research, Copywriting, Leadership, Communication, Mentoring"
25905275,INFORMATION-TECHNOLOGY,7,"C++, Leadership, Communication, Problem Solving, Adaptability, Presentation, CompTIA"
11415967,CONSULTANT,15,"C++, R, QA, Budget Management, Accounting, Auditing, Compliance, Sales Strategy, Problem Solving, Negotiation, Presentation, Mentoring, Client Management, CompTIA, with regard to ongoing certification"
72876163,BANKING,12,"C++, C, Risk Management, Budget Management, Compliance, Leadership, Communication, Presentation, Cross-functional, Azure Certified, CompTIA, systems completed microsoft certified"
11847784,HR,6,"C++, Market Research, Leadership, Communication, Negotiation, CompTIA"
36136569,APPAREL,6,"C++, Agile, Communication, Teamwork, Time Management, Cross-functional"
30128072,CHEF,3,"C++, Leadership, Teamwork"
90363254,TEACHER,5,"C++, QA, Communication, Problem Solving, Critical Thinking"
24989856,APPAREL,3,"C++, SAFe, allowing a promotion to certified"
69336473,AGRICULTURE,3,"C++, Budget Management, Presentation"
19402977,APPAREL,2,"C++, Communication"
28230807,CHEF,10,"C++, SAFe, Resource Planning, Compliance, Mentoring, Client Management, of any operation highlights certified, executive chef certification, in nutrition certified, culinary federation member certification"
29449419,CHEF,12,"C++, Forecasting, Budget Management, Auditing, Compliance, Leadership, Communication, Teamwork, Adaptability, Presentation, Mentoring, in marketing certifications certified"
16605640,APPAREL,5,"C++, Spring, Accounting, Compliance, Mentoring"
32308556,HR,7,"C++, Risk Management, Budget Management, Resource Planning, Accounting, Leadership, Communication"
30594821,ARTS,5,"C++, Communication, certified custom framer qualifications ability to, multitask certified, problem solver experience certified"
96547039,TEACHER,11,"C++, C, SAFe, First Aid, Communication, Teamwork, Time Management, Creativity, CompTIA, highlights cpr first aid certificate, creative thinking team player certified"
19553067,ENGINEERING,10,"C++, Forecasting, Accounting, Financial Reporting, Budget Forecasting, Compliance, Teamwork, Problem Solving, Presentation, company to provide insurance certificate"
51769822,HR,7,"C++, Accounting, Communication, Teamwork, Problem Solving, Time Management, translations customer service certified"
29525715,PUBLIC-RELATIONS,11,"C++, Budget Management, Social Media, Leadership, Communication, Teamwork, Problem Solving, Creativity, Presentation, CompTIA, education principal certification"
93301686,DESIGNER,6,"C++, Presentation, CompTIA, for a person unit based unit certified, armored protection vehicle certification, device driver training and certification"
19599699,FITNESS,3,"C++, Spring, Social Media"
28949406,CONSTRUCTION,8,"C++, C, Go, Compliance, Radiology, 3D Modelling, Market Research, Time Management"
16270906,TEACHER,8,"C++, Budget Management, Accounting, Auditing, Compliance, Leadership, Teamwork, Cross-functional"
10674770,ACCOUNTANT,10,"C++, QA, Accounting, Auditing, QuickBooks, Financial Reporting, Valuation, Compliance, Problem Solving, Negotiation"
23011221,FITNESS,12,"C++, Spring, Oracle DB, Resource Planning, Compliance, First Aid, Leadership, Problem Solving, Mentoring, programs human resources certification, majored in management awarded certificate, s list fall certifications certificate"
91051945,ADVOCATE,15,"C++, Oracle DB, Forecasting, SAFe, Budget Management, ERP, CRM, Sales Strategy, Market Research, Leadership, Communication, Mentoring, CompTIA, business project management certification, on going project management certification"
17199951,DESIGNER,6,"C++, R, Photoshop, Illustrator, 3D Modelling, Presentation"
38059130,ADVOCATE,5,"C++, Resource Planning, Compliance, Leadership, certifications human resources certification"
29211359,CHEF,7,"C++, SAFe, Communication, Teamwork, Adaptability, Creativity, introductory sommelier certificate"
